0.000000e+00 	 2.305560e-05 
1.000000e-10 	 2.666670e-05 
2.000000e-10 	 3.250000e-05 
3.000000e-10 	 3.805560e-05 
4.000000e-10 	 4.138890e-05 
5.000000e-10 	 4.000000e-05 
6.000000e-10 	 3.305560e-05 
7.000000e-10 	 2.166670e-05 
8.000000e-10 	 7.222230e-06 
9.000000e-10 	 -8.888900e-06 
1.000000e-09 	 -2.555560e-05 
1.100000e-09 	 -4.333340e-05 
1.200000e-09 	 -6.305560e-05 
1.300000e-09 	 -8.444450e-05 
1.400000e-09 	 -1.069450e-04 
1.500000e-09 	 -1.286110e-04 
1.600000e-09 	 -1.469450e-04 
1.700000e-09 	 -1.600000e-04 
1.800000e-09 	 -1.677780e-04 
1.900000e-09 	 -1.716670e-04 
2.000000e-09 	 -1.744450e-04 
2.100000e-09 	 -1.777780e-04 
2.200000e-09 	 -1.827780e-04 
2.300000e-09 	 -1.883330e-04 
2.400000e-09 	 -1.922220e-04 
2.500000e-09 	 -1.911110e-04 
2.600000e-09 	 -1.838890e-04 
2.700000e-09 	 -1.705560e-04 
2.800000e-09 	 -1.527780e-04 
2.900000e-09 	 -1.333330e-04 
3.000000e-09 	 -1.141670e-04 
3.100000e-09 	 -9.638900e-05 
3.200000e-09 	 -8.083340e-05 
3.300000e-09 	 -6.666670e-05 
3.400000e-09 	 -5.472230e-05 
3.500000e-09 	 -4.611110e-05 
3.600000e-09 	 -4.222230e-05 
3.700000e-09 	 -4.444450e-05 
3.800000e-09 	 -5.277780e-05 
3.900000e-09 	 -6.583340e-05 
4.000000e-09 	 -8.055560e-05 
4.100000e-09 	 -9.333340e-05 
4.200000e-09 	 -1.022220e-04 
4.300000e-09 	 -1.063890e-04 
4.400000e-09 	 -1.072220e-04 
4.500000e-09 	 -1.066670e-04 
4.600000e-09 	 -1.066670e-04 
4.700000e-09 	 -1.080560e-04 
4.800000e-09 	 -1.100000e-04 
4.900000e-09 	 -1.111110e-04 
5.000000e-09 	 -1.100000e-04 
5.100000e-09 	 -1.061110e-04 
5.200000e-09 	 -1.000000e-04 
5.300000e-09 	 -9.333340e-05 
5.400000e-09 	 -8.750010e-05 
5.500000e-09 	 -8.333340e-05 
5.600000e-09 	 -7.972230e-05 
5.700000e-09 	 -7.555560e-05 
5.800000e-09 	 -6.944450e-05 
5.900000e-09 	 -6.055560e-05 
6.000000e-09 	 -5.000000e-05 
6.100000e-09 	 -4.000000e-05 
6.200000e-09 	 -3.277780e-05 
6.300000e-09 	 -3.000000e-05 
6.400000e-09 	 -3.277780e-05 
6.500000e-09 	 -4.000000e-05 
6.600000e-09 	 -4.972230e-05 
6.700000e-09 	 -6.000000e-05 
6.800000e-09 	 -6.888890e-05 
6.900000e-09 	 -7.555560e-05 
7.000000e-09 	 -7.972230e-05 
7.100000e-09 	 -8.222230e-05 
7.200000e-09 	 -8.361120e-05 
7.300000e-09 	 -8.444450e-05 
7.400000e-09 	 -8.472230e-05 
7.500000e-09 	 -8.444450e-05 
7.600000e-09 	 -8.305560e-05 
7.700000e-09 	 -8.000010e-05 
7.800000e-09 	 -7.555560e-05 
7.900000e-09 	 -7.055560e-05 
8.000000e-09 	 -6.555560e-05 
8.100000e-09 	 -6.222230e-05 
8.200000e-09 	 -6.138890e-05 
8.300000e-09 	 -6.361120e-05 
8.400000e-09 	 -6.888890e-05 
8.500000e-09 	 -7.555560e-05 
8.600000e-09 	 -8.222230e-05 
8.700000e-09 	 -8.666670e-05 
8.800000e-09 	 -8.750010e-05 
8.900000e-09 	 -8.444450e-05 
9.000000e-09 	 -7.777780e-05 
9.100000e-09 	 -6.805560e-05 
9.200000e-09 	 -5.694450e-05 
9.300000e-09 	 -4.444450e-05 
9.400000e-09 	 -3.111110e-05 
9.500000e-09 	 -1.750000e-05 
9.600000e-09 	 -3.611110e-06 
9.700000e-09 	 8.888900e-06 
9.800000e-09 	 1.861110e-05 
9.900000e-09 	 2.444450e-05 
1.000000e-08 	 2.527780e-05 
1.010000e-08 	 2.222220e-05 
1.020000e-08 	 1.750000e-05 
1.030000e-08 	 1.333330e-05 
1.040000e-08 	 1.194450e-05 
1.050000e-08 	 1.333330e-05 
1.060000e-08 	 1.583330e-05 
1.070000e-08 	 1.694450e-05 
1.080000e-08 	 1.361110e-05 
1.090000e-08 	 4.444450e-06 
1.100000e-08 	 -9.166670e-06 
1.110000e-08 	 -2.416670e-05 
1.120000e-08 	 -3.694450e-05 
1.130000e-08 	 -4.444450e-05 
1.140000e-08 	 -4.555560e-05 
1.150000e-08 	 -4.194450e-05 
1.160000e-08 	 -3.611110e-05 
1.170000e-08 	 -3.111110e-05 
1.180000e-08 	 -2.888890e-05 
1.190000e-08 	 -2.861110e-05 
1.200000e-08 	 -2.861110e-05 
1.210000e-08 	 -2.666670e-05 
1.220000e-08 	 -2.111110e-05 
1.230000e-08 	 -1.250000e-05 
1.240000e-08 	 -3.055560e-06 
1.250000e-08 	 4.444450e-06 
1.260000e-08 	 7.222230e-06 
1.270000e-08 	 4.166670e-06 
1.280000e-08 	 -5.000000e-06 
1.290000e-08 	 -1.777780e-05 
1.300000e-08 	 -3.222230e-05 
1.310000e-08 	 -4.583340e-05 
1.320000e-08 	 -5.638890e-05 
1.330000e-08 	 -6.222230e-05 
1.340000e-08 	 -6.194450e-05 
1.350000e-08 	 -5.416670e-05 
1.360000e-08 	 -3.916670e-05 
1.370000e-08 	 -1.777780e-05 
1.380000e-08 	 7.500010e-06 
1.390000e-08 	 3.333340e-05 
1.400000e-08 	 5.527780e-05 
1.410000e-08 	 7.111120e-05 
1.420000e-08 	 8.000010e-05 
1.430000e-08 	 8.388900e-05 
1.440000e-08 	 8.555560e-05 
1.450000e-08 	 8.888900e-05 
